A	Coef.CD24HvsEpCAM	Coef.CD24LvsEpCAM	Coef.AirwayvsEpCAM	Coef.CD24HvsCD24L	t.CD24HvsEpCAM	t.CD24LvsEpCAM	t.AirwayvsEpCAM	t.CD24HvsCD24L	p.value.CD24HvsEpCAM	p.value.CD24LvsEpCAM	p.value.AirwayvsEpCAM	p.value.CD24HvsCD24L	Res.CD24HvsEpCAM	Res.CD24LvsEpCAM	Res.AirwayvsEpCAM	Res.CD24HvsCD24L	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
100861989	4.13590710242914	0.375622704779105	0.373641022041363	0.374631863410234	0.00198168273774257	0	0	0	0	0.997378882049363	0.996735290434532	0.998668020092511	0.999997463227606	0	0	0	0	100861989	NA	NA	NA	NA	NA
21951	5.27046308859133	0.843213085447292	0.0629322481511618	0.453072666799227	0.780280837296131	0	0	0	0	0.853987130547141	0.999969686367478	0.999235272066182	0.923484816821434	0	0	0	0	21951	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	Tnks	chr8	34829179	34890151
244416	3.61239092201946	0.320031140482956	-0.335081344950219	-0.00752510223363156	0.655112485433175	0	0	0	0	0.998227806542023	0.995699839280788	0.999992226678111	0.947515714799227	0	0	0	0	244416	protein phosphatase 1, regulatory (inhibitor) subunit 3B	Ppp1r3b	chr8	35375741	35388137
67276	4.36157044951511	0.155552308206365	-0.27421453184354	-0.0593311118185875	0.429766840049904	0	0	0	0	0.999630060966923	0.998056676906765	0.99994858972949	0.99360090960598	0	0	0	0	67276	exoribonuclease 1	Eri1	chr8	35465265	35495533
52065	3.78652013984279	0.225081082825131	-0.786567652616632	-0.28074328489575	1.01164873544176	0	0	0	0.0729187318239564	0.999889818477704	0.886372032469819	0.999876057140968	0.471649526537552	0	0	0	0	52065	malignant fibrous histiocytoma amplified sequence 1	Mfhas1	chr8	35587798	35679449
71908	3.16496877355638	2.77913302698691	2.71511943505407	2.74712623102049	0.0640135919328362	8.89017006832052	8.39290604413295	9.1026388001092	0	2.20343367046713e-06	3.69207531421358e-06	1.779406265608e-06	0.999991935220096	1	1	1	0	71908	claudin 23	Cldn23	chr8	35824709	35826559
671641	-0.340165460850533	-2.11534332025822	-0.671931257108993	-1.39363728868361	-1.44341206314923	-2.54283826989151	0	-1.15884729181595	-0.949927966172696	0.0145539749546602	0.794418738358455	0.136647742770316	0.182381849007563	0	0	0	0	671641	ribosomal protein S12, pseudogene 24	Rps12-ps24	NA	NA	NA
244418	2.12587542020114	-3.95079767332489	-2.29762011250446	-3.12420889291467	-1.65317756082043	-11.6408799511876	-6.53898650010843	-12.1852492398805	-2.23106556607345	1.83493145364848e-07	3.17802718548245e-05	1.18488588000481e-07	0.0247896406614896	-1	-1	-1	0	244418	PEAK1 related kinase activating pseudokinase 1	Prag1	chr8	36094828	36102744
244421	3.59329484484702	1.58488327929102	1.48197506350937	1.5334291714002	0.102908215781653	4.04178547831409	3.2118604429613	3.94450013599036	0	0.00116073504607856	0.0046113660184256	0.00135898125787117	0.9999929384063	1	1	1	0	244421	LON peptidase N-terminal domain and ring finger 1	Lonrf1	chr8	36216064	36249516
319582	1.91093326831595	1.91026920677325	1.9693488533707	1.93980903007198	-0.0590796465974499	3.50497091496623	3.63723237251224	3.83986227687774	0	0.00281024560455225	0.00225338443875205	0.00161241958260155	0.999811594490554	1	1	1	0	319582	RIKEN cDNA 6430573F11 gene	6430573F11Rik	chr8	36457548	36513013
50768	6.24137872093599	-1.24208967680481	-0.661152495203435	-0.951621086004123	-0.580937181601376	-0.999839137670553	0	0	0	0.170405666890079	0.905267941756522	0.589786668215552	0.940133212420914	0	0	0	0	50768	deleted in liver cancer 1	Dlc1	chr8	36567739	36613943
621080	2.39920320959591	1.67178715846513	0.323406588203436	0.997596873334286	1.3483805702617	2.58932445795031	0	0	1.39330881069105	0.0134215019054398	0.975326573088088	0.503685991971231	0.0967592926256705	0	0	0	0	621080	expressed sequence AI429214	AI429214	chr8	36993575	36995533
80286	6.62166559786325	1.11900844954723	-0.755570854792277	0.181718797377477	1.87457930433951	0.870503788079547	0	0	6.18682766457553	0.202149818521481	0.940680914487875	0.999977111764336	5.00954449942361e-05	0	0	0	1	80286	tumor suppressor candidate 3	Tusc3	chr8	39005867	39073322
621335	-0.751138000376311	-8.19488208609811	-5.86721481692264	-7.03104845151037	-2.32766726917547	-10.020389646146	-7.53513213629952	-12.1730841104539	-1.41230298702949	8.12161720523955e-07	9.9519590983222e-06	1.27034493107129e-07	0.0966563870246144	-1	-1	-1	0	621335	predicted gene 6213	Gm6213	chr8	39297980	39368268
78506	4.01272090953028	0.805011267070425	0.339650345883936	0.572330806477181	0.46536092118649	0	0	0	0	0.763963837030463	0.979539803730808	0.94710714281865	0.969249239005092	0	0	0	0	78506	mitochondrial calcium uptake family, member 3	Micu3	chr8	40308051	40386304
70546	2.57299958569837	-0.668115099669873	-1.19629381353762	-0.932204456603746	0.528178713867746	0	-0.42383232865241	0	0	0.787985130391991	0.340686887554771	0.572955416939733	0.830535218833922	0	0	0	0	70546	zinc finger, DHHC domain containing 2	Zdhhc2	chr8	40423815	40465139
18983	5.62203794971051	-0.00160363255451657	0.139849523030459	0.0691229452379716	-0.141453155584975	0	0	0	0	0.99997180889983	0.996940970446214	0.999440227723693	0.997097433031765	0	0	0	0	18983	CCR4-NOT transcription complex, subunit 7	Cnot7	chr8	40492538	40511304
52348	5.61689344334705	0.687510946255959	0.460729773114336	0.574120359685147	0.226781173141623	0	0	0	0	0.878780461004413	0.968655152061982	0.957547835846516	0.994982222528971	0	0	0	0	52348	vacuolar protein sorting 37A	Vps37a	chr8	40511783	40542017
54384	3.37809139537417	4.23260462637362	3.23152358947569	3.73206410792465	1.00108103689793	14.6902524313474	9.78568528852348	12.6662593962131	0.0089012478153901	1.9925114920881e-08	9.2052382284618e-07	8.22757003092997e-08	0.49653591000857	1	1	1	0	54384	myotubularin related protein 7	Mtmr7	chr8	40550159	40634792
11988	6.26995596365426	2.46077330988676	1.88262376795311	2.17169853891994	0.578149541933658	7.59452113878749	4.54389105831204	6.80448005747989	0	8.90032694096307e-06	0.000524788964016551	2.27826778460165e-05	0.981479504639358	1	1	1	0	11988	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	Slc7a2	chr8	40862367	40922070
68797	2.03884305115161	1.27442866607424	2.08222945199757	1.6783290590359	-0.807800785923333	0.823216639275016	3.34275016886138	2.23419329420321	0	0.214747059580201	0.00369409150776031	0.0246587069083488	0.76901771137345	0	1	0	0	68797	platelet-derived growth factor receptor-like	Pdgfrl	chr8	40926233	40939944
102103	7.85813953512372	1.7442023128042	2.31018448230175	2.02719339755298	-0.565982169497545	7.51457695588747	13.2276097726233	11.9111787246935	0	9.75380330356984e-06	5.41353307488456e-08	1.46746963839055e-07	0.999397973153625	1	1	1	0	102103	mitochondrial tumor suppressor 1	Mtus1	chr8	40990912	41015495
78849	4.58071209014241	3.25789360833639	5.51382721715899	4.38586041274769	-2.25593360882261	7.46217506824477	15.2010395093579	11.7482096576623	-7.61319393155753	1.03930868781783e-05	1.45811830583344e-08	1.69039332107825e-07	8.71067135424989e-06	1	1	1	-1	78849	RIKEN cDNA B430010I23 gene	B430010I23Rik	chr8	41017468	41024216
18536	6.88867250092067	1.2811803204427	0.45831822519045	0.869749272816577	0.822862095252255	1.02678668757529	0	0	0	0.164280847886414	0.960687008717912	0.700727191863002	0.735308330947983	0	0	0	0	18536	pericentriolar material 1	Pcm1	chr8	41239759	41275094
11886	6.73679127532466	-1.67873711981767	-1.21703808701158	-1.44788760341462	-0.461699032806091	-3.93345148665936	-1.25867250453477	-3.01644195466557	0	0.001383651182646	0.118273421670654	0.00643876413042682	0.994086761827437	-1	0	-1	0	11886	N-acylsphingosine amidohydrolase 1	Asah1	chr8	41340646	41350037
14300	4.55078048929267	0.436128684821564	0.374996060005461	0.405562372413513	0.0611326248161026	0	0	0	0	0.999044157440635	0.999385008446773	0.99969593921709	0.999989551344205	0	0	0	0	14300	FSHD region gene 1	Frg1	chr8	41397454	41417118
14107	7.63942790058916	0.583877728932576	-0.0372390049689475	0.273319361981814	0.621116733901523	0	0	0	0	0.999277317371968	0.999999618432639	0.99999739523894	0.998641584416967	0	0	0	0	14107	FAT atypical cadherin 1	Fat1	chr8	44950208	45052257
434310	0.144247415477974	0.713860198080693	0.663907495333654	0.688883846707173	0.049952702747039	0	0	0	0	0.710781957767869	0.735519130712646	0.744570412840361	0.989172885495056	0	0	0	0	434310	cDNA sequence AY512931	AY512931	chr8	45060702	45065418
109821	0.545218445366963	3.96519876175779	1.14370630281337	2.55445253228558	2.82149245894442	4.30561955735836	0.172782041290883	2.19805476907947	3.1632331832714	0.000775518507258175	0.446821392072438	0.0264700432802645	0.00503773359480798	1	0	0	1	109821	coagulation factor XI	F11	chr8	45241168	45262031
16621	1.22814796591384	1.54010890308707	-1.47465818184135	0.0327253606228619	3.01476708492842	2.03542754137135	-1.20394989195048	0	5.692783969138	0.0344910865061441	0.128117699712671	0.998904855580407	9.77895527461094e-05	0	0	0	1	16621	kallikrein B, plasma 1	Klkb1	chr8	45269451	45295032
102294	5.8076621850095	-2.65008101975929	-2.05017451884628	-2.35012776930279	-0.599906500913014	-13.9698197643822	-9.01685463761591	-13.6253627288165	0	3.20766835093148e-08	1.93750230639392e-06	4.07585018617207e-08	0.995190794026207	-1	-1	-1	0	102294	cytochrome P450, family 4, subfamily v, polypeptide 3	Cyp4v3	chr8	45305802	45333196
212326	5.80900942169212	3.70031256740807	0.880031306706942	2.29017193705751	2.82028126070113	10.5861255927124	0	5.46354827484898	7.71239492808852	4.46016429839674e-07	0.665434606545154	0.000134476033886944	7.78802469845691e-06	1	0	1	1	212326	family with sequence similarity 149, member A	Fam149a	chr8	45336715	45358762
142980	3.86426238438005	-0.355983891799093	0.553845890699234	0.0989309994500704	-0.909829782498327	0	0	0	0	0.998130847246458	0.989636482791896	0.999958992738716	0.702153213622835	0	0	0	0	142980	toll-like receptor 3	Tlr3	chr8	45395665	45410380
234214	3.13525662074654	5.43775876009753	4.43163814390223	4.93469845199988	1.0061206161953	7.43666095984363	5.63038247389611	6.68091365674236	0.0235208973269146	1.10468743029434e-05	0.00010853293405197	2.72683353179394e-05	0.490854980377768	1	1	1	0	234214	sorbin and SH3 domain containing 2	Sorbs2	chr8	45507788	45776125
100861925	-1.75721567152659	5.29901393527397	1.31015564090515	3.30458478808956	3.98885829436881	6.54686634871171	0.361351674206999	3.33509458614681	4.58021786405855	3.25607471592025e-05	0.373908333321292	0.00378842549005959	0.000504548443804511	1	0	1	1	100861925	NA	NA	NA	NA	NA
319940	0.415118656889027	2.36550754208215	2.31075614226461	2.33813184217338	0.054751399817536	3.33369753083849	3.0987089226841	3.44779755670948	0	0.00375436696824197	0.00559991109362794	0.00309614516848853	0.997586528440796	1	1	1	0	319940	sorbin and SH3 domain containing 2, opposite strand	Sorbs2os	chr8	45723325	45819297
53318	2.08381213458493	0.996929661867981	2.40035222797752	1.69864094492275	-1.40342256610954	0	5.16416354177532	2.68796219252751	-1.85068462799135	0.504112170479545	0.000206771727498927	0.0113257037354072	0.0468670721845226	0	1	0	0	53318	PDZ and LIM domain 3	Pdlim3	chr8	45885485	45902462
212392	-1.26704794701872	6.36486506941499	3.32145039395734	4.84315773168616	3.04341467545766	7.56695954161171	2.74669012407444	5.28932879412593	3.59954685452984	9.71227450557402e-06	0.0104587715383702	0.000177792539420682	0.00241447775697647	1	0	1	1	212392	coiled-coil domain containing 110	Ccdc110	chr8	45934649	45944145
69479	4.63714234581246	4.7988981162824	2.31745498376151	3.55817655002196	2.48144313252089	16.4886281141628	5.41084906855315	11.438960759972	9.43033346117701	6.54233134213338e-09	0.000144922008021202	2.15732075386229e-07	1.28925932651888e-06	1	1	1	1	69479	RIKEN cDNA 1700029J07 gene	1700029J07Rik	chr8	45953606	45975245
192169	4.74818272817789	0.0174885484168872	0.113463511222647	0.0654760298197674	-0.0959749628057596	0	0	0	0	0.999998481518072	0.999984923629836	0.999997999987619	0.999990088510986	0	0	0	0	192169	UFM1-specific peptidase 2	Ufsp2	chr8	45975528	45996956
654824	3.16963503456922	1.82304513576512	0.183587943829347	1.00331653979723	1.63945719193577	4.76604225321617	0	0.0194306640705421	3.7126537496878	0.000373507168104484	0.99869382585458	0.492438755076847	0.00198815406047189	1	0	0	1	654824	ankyrin repeat domain 37	Ankrd37	chr8	45996908	45999850
67620	2.3776412755136	3.13436054037745	1.0188603652094	2.07661045279342	2.11550017516804	5.90177844438297	0.0441877392437614	2.94864776231921	3.6641178185744	7.35060210154489e-05	0.483203885494152	0.00723631894507903	0.00215528456598096	1	0	1	1	67620	Lrp2 binding protein	Lrp2bp	chr8	45999308	46029476
102141	7.15595215143013	-3.03055932255313	-3.30498531576638	-3.16777231915975	0.274425993213252	-17.283503618206	-19.1769815253735	-21.2386750221568	0	4.07448283037665e-09	1.47282037637851e-09	5.38586001448698e-10	0.999932600002909	-1	-1	-1	0	102141	sorting nexin 25	Snx25	chr8	46033261	46116702
66756	4.58330044670352	-0.255234419506456	-0.505024618250398	-0.380129518878427	0.249790198743942	0	0	0	0	0.99810446440322	0.978577341805442	0.997162288470031	0.997317659057529	0	0	0	0	66756	cilia and flagella associated protein 97	Cfap97	chr8	46163689	46195590
11739	6.88075282940901	0.476266221260921	-0.247028525526533	0.114618847867194	0.723294746787453	0	0	0	0	0.999742423160998	0.999984288265936	0.99999913223134	0.987446956767853	0	0	0	0	11739	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	Slc25a4	chr8	46207341	46211009
14081	6.47662985335467	2.12591433270111	2.97291388505366	2.54941410887738	-0.846999552352546	7.56151513589156	13.2819003743884	11.6644200258181	0	9.24137120950875e-06	5.21036951335076e-08	1.78880504313627e-07	0.860409431866492	1	1	1	0	14081	acyl-CoA synthetase long-chain family member 1	Acsl1	chr8	46471037	46536051
71876	-0.236849648375169	-3.36308630124254	-1.63406557071236	-2.49857593597745	-1.72902073053018	-4.0314718616268	-1.30640568245662	-3.52806417990614	-1.10328822586325	0.00119082138972496	0.110374162585404	0.00270769383910721	0.148792023359937	-1	0	-1	0	71876	centromere protein U	Cenpu	chr8	46552069	46579584
408022	3.1221162828782	-0.913202394353154	-0.387630942146154	-0.650416668249654	-0.525571452207001	0	0	0	0	0.681860123743207	0.997150742018803	0.979519759664508	0.984631195654269	0	0	0	0	408022	primase and polymerase (DNA-directed)	Primpol	chr8	46575594	46617200
12367	3.53902367056236	-0.711208338407276	0.0737328760977727	-0.318737731154751	-0.784941214505048	0	0	0	0	0.907326573078365	0.999756659652764	0.998781553439281	0.840987327215098	0	0	0	0	12367	caspase 3	Casp3	chr8	46617291	46635082
100503498	0.69748298204702	-0.769335079392758	0.041069062253923	-0.364133008569418	-0.810404141646681	0	0	0	0	0.729299458710245	0.996629981503257	0.96874537066731	0.690566694749999	0	0	0	0	100503498	predicted gene, 16675	Gm16675	chr8	46730970	46739515
16363	5.81763774545383	-0.300121118728857	0.226135408971326	-0.0369928548787648	-0.526256527700183	0	0	0	0	0.999978564687713	0.999991332115971	0.999999831036407	0.999554250782852	0	0	0	0	16363	interferon regulatory factor 2	Irf2	chr8	46739745	46847458
320981	-0.0507869605939173	2.61840488001827	5.9387874299799	4.27859615499908	-3.32038254996163	3.3867741115871	11.5328145866588	7.57198088072437	-8.55577965275705	0.00343729787995149	2.06647808355897e-07	9.24819323717115e-06	3.11657549755348e-06	1	1	1	-1	320981	ectonucleotide pyrophosphatase/phosphodiesterase 6	Enpp6	chr8	46986925	47082794
71069	5.31265179847093	1.92504246428759	0.566574472349568	1.24580846831858	1.35846799193803	5.41691669618418	0	1.56828270120079	2.18852821116519	0.000143640860028507	0.980516643472431	0.0738377533968095	0.0266439574897114	1	0	0	0	71069	storkhead box 2	Stox2	chr8	47180048	47289402
320714	5.96761948153876	0.280142063442304	-0.153235575940068	0.0634532437511188	0.433377639382372	0	0	0	0	0.999991944130688	0.999997647287233	0.999999839142083	0.999932144569836	0	0	0	0	320714	trafficking protein particle complex 11	Trappc11	chr8	47490128	47525070
192174	4.25157732854563	-0.311079456377388	-0.456106430749007	-0.383592943563198	0.145026974371619	0	0	0	0	0.999763948416739	0.998137925671686	0.999782101247188	0.999931071886517	0	0	0	0	192174	RWD domain containing 4A	Rwdd4a	chr8	47533645	47547838
667422	-0.129513167534632	-1.48229723829575	-0.132535158082902	-0.807416198189326	-1.34976208021285	-1.08328354296773	0	0	-0.767300839322528	0.15208444761806	0.981559170519936	0.70030400866358	0.230467027900877	0	0	0	0	667422	predicted gene 8623	Gm8623	NA	NA	NA
69260	4.68417334591238	-0.995065513568172	-0.913405645682951	-0.954235579625561	-0.0816598678852216	0	0	0	0	0.517667675215984	0.769696122501373	0.682251654991495	0.999994309511602	0	0	0	0	69260	inhibitor of growth family, member 2	Ing2	chr8	47667178	47673684
70925	5.54480051942704	-0.853066220596283	-0.886986646672811	-0.870026433634547	0.033920426076528	0	0	0	0	0.804666975301152	0.74091286833105	0.808981530666512	0.999953771336992	0	0	0	0	70925	CDKN2A interacting protein	Cdkn2aip	chr8	47709344	47713931
75677	0.53834323165504	0.860864413624918	4.77765591967717	2.81926016665104	-3.91679150605225	0	8.15868295910474	3.80848299152617	-7.69863361002877	0.599413909882263	4.8387902593619e-06	0.00170318841782616	7.96750030915891e-06	0	1	1	-1	75677	claudin 22	Cldn22	chr8	47824482	47825475
52357	5.868363170548	-0.921071333743165	-0.467997497634475	-0.69453441568882	-0.45307383610869	0	0	0	0	0.770255839278685	0.999800834066698	0.996994077663784	0.999808566624117	0	0	0	0	52357	WW, C2 and coiled-coil domain containing 2	Wwc2	chr8	47827606	47990551
23965	-0.213835275838473	1.5425097653586	4.24370977898141	2.89310977217001	-2.7012000136228	0.907411416401347	6.14138513329595	3.58953915199094	-4.24994325791233	0.193523138073707	5.39927920431294e-05	0.00245076441756227	0.000833307401387401	0	1	1	-1	23965	teneurin transmembrane protein 3	Tenm3	chr8	48225665	48674690
100040220	4.6477848522184	-0.378287016904456	0.408364852333603	0.0150389177145733	-0.786651869238058	0	0	0	0	0.949539274394883	0.946266624621388	0.999393782385829	0.727999912131128	0	0	0	0	100040220	eukaryotic translation initiation factor 2, subunit 2 (beta) pseudogene	Gm9892	NA	NA	NA
11593	4.23871905093668	-0.113723903202486	-0.314088842492303	-0.213906372847395	0.200364939289817	0	0	0	0	0.999978578694951	0.99968158353947	0.999974690764183	0.999913242949405	0	0	0	0	11593	aspartylglucosaminidase	Aga	chr8	53511702	53523422
22341	1.4626865775436	0.809463637773882	1.64542084419355	1.22744224098372	-0.835957206419666	0	1.16568517140535	0.44423070306899	0	0.631848292646731	0.135671898473606	0.333844710309065	0.634035865923498	0	0	0	0	22341	vascular endothelial growth factor C	Vegfc	chr8	54077532	54180808
76687	5.77960613743298	-0.850838907510494	0.209840086268215	-0.320499410621139	-1.06067899377871	0	0	0	-0.328931989521326	0.78087857439717	0.999369390349631	0.999264807417855	0.374473234717989	0	0	0	0	76687	signal peptidase complex subunit 3 homolog (S. cerevisiae)	Spcs3	chr8	54520433	54529998
234267	1.79492682033488	-0.0676892347452438	1.8090901773147	0.870700471284727	-1.87677941205994	0	1.02857906623437	0	-1.15660770703679	0.969051114867577	0.166390743620974	0.582596965894358	0.138803057794151	0	0	0	0	234267	glycoprotein m6a	Gpm6a	chr8	54779434	55060878
15446	5.83948124659764	0.800603541266272	1.71284759252633	1.2567255668963	-0.912244051260056	0	2.01877743840044	0.818352311389541	0	0.705926013473566	0.0354729081633303	0.216061817535537	0.601512194975802	0	0	0	0	15446	hydroxyprostaglandin dehydrogenase 15 (NAD)	Hpgd	chr8	56294552	56321046
382010	3.85340989628252	1.00189350337812	-0.108313434383219	0.446790034497449	1.11020693776134	0.0124400681977927	0	0	0.69429544938573	0.495158825802061	0.999797334573243	0.998344507605157	0.251600008488439	0	0	0	0	382010	centrosomal protein 44	Cep44	chr8	56531522	56550566
50753	4.71608377196487	-0.735373875943857	-0.370319399315046	-0.552846637629452	-0.365054476628811	0	0	0	0	0.972510520762168	0.999783309797536	0.999203790908556	0.999735865169781	0	0	0	0	50753	F-box protein 8	Fbxo8	chr8	56551134	56571116
60406	2.44428007314492	0.699261647452832	1.64617572127906	1.17271868436595	-0.946914073826227	0	2.92255049965699	0.839458210626397	0	0.888366911202834	0.00756439904042816	0.210347914059473	0.607593066195787	0	0	0	0	60406	sin3 associated polypeptide	Sap30	chr8	57482702	57487860
97165	3.19260498152711	-1.17246329144276	-0.822172912222991	-0.997318101832875	-0.35029037921977	-1.07277114138038	0	0	0	0.154204782213225	0.849919621882923	0.507748865532729	0.997706113562191	0	0	0	0	97165	high mobility group box 2	Hmgb2	chr8	57511843	57515999
108150	3.74274018951097	-0.0105808979306219	1.80519620038374	0.897307651226559	-1.81577709831436	0	3.22927588600254	0	-3.41622968225573	0.999677549957238	0.00447698776859752	0.662913732560152	0.00326219280121143	0	1	0	-1	108150	polypeptide N-acetylgalactosaminyltransferase 7	Galnt7	chr8	57523825	57653055
270049	-1.48347415548678	2.81976590171758	6.18659774072829	4.50318182122293	-3.36683183901072	2.0523297968628	6.87030737803842	4.58712551114709	-3.84301067825777	0.0342850815442963	2.21874823705941e-05	0.000504897577930841	0.00162005715654616	0	1	1	-1	270049	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	Galntl6	chr8	57774052	57796590
71306	5.59865184933713	-2.26638616498907	-0.486794310056343	-1.37659023752271	-1.77959185493273	-4.66654987452003	0	-1.71865225479913	-2.82918954879004	0.000434696702918429	0.968543746787628	0.058107441021014	0.00888185458707785	-1	0	0	0	71306	microfibrillar-associated protein 3-like	Mfap3l	chr8	60632825	60676731
72612	3.56411118165701	-0.452051790586244	0.17707173403117	-0.137490028277537	-0.629123524617414	0	0	0	0	0.993752413130277	0.999594343075467	0.999900047831047	0.966936338990138	0	0	0	0	72612	histone PARylation factor 1	Hpf1	chr8	60890451	60907572
12725	6.23448884421131	-0.173931428673876	-0.0688700649455436	-0.12140074680971	-0.105061363728333	0	0	0	0	0.999319494296894	0.999782895301414	0.999853586440414	0.999650652182338	0	0	0	0	12725	chloride channel, voltage-sensitive 3	Clcn3	chr8	60910389	60954799
18004	5.00251639926284	3.56546197669688	1.35950347314039	2.46248272491864	2.20595850355649	10.0612583407231	1.3114709542721	6.03203613915872	5.67316878715242	7.14050747051737e-07	0.109409407566654	6.15350340343606e-05	0.00010025776084025	1	0	1	1	18004	NIMA (never in mitosis gene a)-related expressed kinase 1	Nek1	chr8	60993193	61030600
59009	5.11833115224646	-2.03150805290093	-1.62150293810495	-1.82650549550294	-0.410005114795979	-9.20254390629559	-5.53233090659685	-8.79734468344356	0	1.61048094955451e-06	0.000122014557102871	2.42024386029452e-06	0.999649264298917	-1	-1	-1	0	59009	SH3 domain containing ring finger 1	Sh3rf1	chr8	61224171	61386641
234309	3.38513499215873	0.261463704653702	0.726221108810915	0.493842406732308	-0.464757404157213	0	0	0	0	0.99789782531164	0.899154889380184	0.991336371543834	0.991740766499627	0	0	0	0	234309	carbonyl reductase 4	Cbr4	chr8	61487734	61491262
72333	2.21784411012525	-1.2839169837492	-0.0483171546886174	-0.66611706921891	-1.23559982906058	-0.980790971879465	0	0	-0.797082312895951	0.174842520609626	0.99906487418763	0.910969396721733	0.221904881290856	0	0	0	0	72333	palladin, cytoskeletal associated protein	Palld	chr8	61511429	61591169
234311	1.65021582838881	0.705594480368814	1.91010499124619	1.3078497358075	-1.20451051087738	0	2.65910994003617	0.953624297405778	-0.701032186646849	0.780659841481534	0.01190523152872	0.181317239214613	0.2495902957036	0	0	0	0	234311	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	Ddx60	chr8	61928087	61969705
21892	0.651024275782733	1.01039630448851	3.65793146643198	2.33416388546024	-2.64753516194347	0.0280414747369639	8.26030487527354	4.14614556263201	-6.32726988023454	0.489231010577532	4.27393489220401e-06	0.00098197253731911	4.17279008708527e-05	0	1	1	-1	21892	tolloid-like	Tll1	chr8	64014770	64205993
12876	2.99622295592511	-0.0871090131019416	1.34681520615859	0.629853096528325	-1.43392421926053	0	0.81196497316609	0	-1.04369248286302	0.98076702592696	0.217921581164674	0.812213090279062	0.160596111768795	0	0	0	0	12876	carboxypeptidase E	Cpe	chr8	64592551	64693109
66234	6.17781899295069	-1.39515866021526	-1.79512304036681	-1.59514085029103	0.399964380151546	-2.67345743266361	-5.16284009597006	-4.61500162582506	0	0.0116115631589541	0.000207083309054887	0.000470291964555572	0.998349513170574	-1	-1	-1	0	66234	methylsterol monoxygenase 1	Msmo1	chr8	64718145	64733578
77113	4.78811499863315	0.661555957554752	0.215512592945968	0.43853427525036	0.446043364608784	0	0	0	0	0.984973793494425	0.999877409502214	0.999542883081747	0.99903533271847	0	0	0	0	77113	kelch-like 2, Mayven	Klhl2	chr8	64739675	64849924
73067	3.0316255385362	-1.74861595094449	-0.61927117678079	-1.18394356386264	-1.1293447741637	-3.26629769066004	0	-1.02716833033875	-0.525938689551654	0.00420392108151572	0.95393561908831	0.16419144161083	0.305161421803821	-1	0	0	0	73067	transmembrane protein 192	Tmem192	chr8	64947185	64969037
407795	1.32005997214794	3.52552524056048	4.98839018472758	4.25695771264403	-1.46286494416711	4.30026455903886	7.01873775293793	5.82203167237873	-1.59851307511012	0.000775890775164878	1.79891766915545e-05	8.30142140922289e-05	0.0704038964791867	1	1	1	0	407795	cDNA sequence BC030870	BC030870	chr8	65085615	65129537
66282	1.42473954034606	0.214481395162549	0.753404405655418	0.483942900408983	-0.538923010492869	0	0	0	0	0.980987990469294	0.761000633986557	0.943037008940023	0.91469984687612	0	0	0	0	66282	translation machinery associated 16	Tma16	chr8	66476346	66486503
18166	-0.0699670646079822	-2.22189298552778	0.18422565956958	-1.0188336629791	-2.40611864509736	-2.01727837277637	0	-0.0416818857197786	-2.33429516057289	0.0357190651823591	0.958187778054855	0.484373954147846	0.02089138875868	0	0	0	0	18166	neuropeptide Y receptor Y1	Npy1r	chr8	66697422	66704625
234344	4.48011679487723	2.28483616271409	0.733010238750895	1.50892320073249	1.5518259239632	3.97642913151112	0	1.65230318389454	1.87310791931648	0.00129091462997826	0.763437884416818	0.0646393649380766	0.0451724202156797	1	0	0	0	234344	nuclear assembly factor 1 ribonucleoprotein	Naf1	chr8	66860217	66890564
17961	2.20545194277428	0.389399164748915	0.527730073774498	0.458564619261707	-0.138330909025582	0	0	0	0	0.951032947633749	0.898685257301593	0.948431780605358	0.991367841411939	0	0	0	0	17961	N-acetyltransferase 2 (arylamine N-acetyltransferase)	Nat2	chr8	67494875	67502578
234353	5.65559649260959	0.508626236408312	0.409629834281962	0.459128035345137	0.0989964021263496	0	0	0	0	0.983453091527037	0.992220444527465	0.994223377981866	0.999621966390592	0	0	0	0	234353	pleckstrin and Sec7 domain containing 3	Psd3	chr8	67689082	67790941
72281	5.66175239577812	-1.24744846587856	-0.467167290043808	-0.857307877961182	-0.78028117583475	-1.60772316241439	0	0	0	0.0693820222373128	0.997325485844825	0.850250168221399	0.903655729442363	0	0	0	0	72281	SH2 domain containing 4A	Sh2d4a	chr8	68276528	68347704
234356	3.22469755590393	2.9763159250833	1.28433510968983	2.13032551738656	1.69198081539348	6.42618327343911	0.817205654653157	3.7160540695598	2.79726955688839	3.67657777165293e-05	0.216390957424881	0.00197756485903918	0.00938292805424362	1	0	1	0	234356	chondroitin sulfate N-acetylgalactosaminyltransferase 1	Csgalnact1	chr8	68356781	68735146
