A	Coef.BasalvsNon	Coef.BasalvsAirway	Coef.BasalvsEpCAM	t.BasalvsNon	t.BasalvsAirway	t.BasalvsEpCAM	p.value.BasalvsNon	p.value.BasalvsAirway	p.value.BasalvsEpCAM	Res.BasalvsNon	Res.BasalvsAirway	Res.BasalvsEpCAM	Genes.ENTREZID	Genes.GENENAME	Genes.SYMBOL	Genes.TXCHROM	Genes.TXSTART	Genes.TXEND
50753	4.70949606760029	-0.0960570331404238	0.0406527827026935	-0.555378749281155	0	0	0	0.999999961848755	0.999999992831403	0.99975610887459	0	0	0	50753	F-box protein 8	Fbxo8	chr8	56551134	56571116
60406	3.54157481315363	0.337712702452261	2.44411524884791	3.57325127961211	0	13.4960920282026	13.8620273116455	0.999999396228199	6.70087668870143e-10	4.67100799213408e-10	0	1	1	60406	sin3 associated polypeptide	Sap30	chr8	57482702	57487860
97165	3.26307943664576	0.912325596400213	0.882620232656706	-0.157157266690835	0	0	0	0.790344601389925	0.854941461294672	0.999998805557798	0	0	0	97165	high mobility group box 2	Hmgb2	chr8	57511843	57515999
108150	4.82835550108738	-0.836389885527322	1.92871443332968	2.78028494484392	0	6.67989728145264	8.57040895848396	0.88904403754619	4.40230691057718e-06	2.3752807691454e-07	0	1	1	108150	polypeptide N-acetylgalactosaminyltransferase 7	Galnt7	chr8	57523825	57653055
100502619	-0.258542872320908	-1.11613354087782	-0.863264677872514	-0.144094973684439	-0.333197532547696	0	0	0.371893064639113	0.648369852675333	0.970714448154887	0	0	0	100502619	expressed sequence AW046200	AW046200	chr8	57651753	57663430
270049	0.0770604528798585	-2.87737108443575	0.883745348171653	5.34414082038537	-8.2203023885839	0	6.06562451885883	3.94394832192895e-07	0.628119714264966	1.27429828304004e-05	-1	0	1	270049	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	Galntl6	chr8	57774052	57796590
234290	-1.97058597442809	-5.56906474364797	-2.96094696815106	0.195358535497426	-6.8875287000332	-2.69999664070955	0	3.16207250514335e-06	0.00846745101916512	0.908711802467946	-1	-1	0	234290	cDNA sequence BC030500	BC030500	chr8	58911755	58914298
71306	6.24173120400115	-0.304418672364474	1.8422165911943	0.41940394872594	0	4.66582947323907	0	0.998739963895551	0.000166822681931367	0.995358695563155	0	1	0	71306	microfibrillar-associated protein 3-like	Mfap3l	chr8	60632825	60676731
72612	3.68664898980673	0.492940514473998	0.519564683246678	0.337848728506283	0	0	0	0.9994545209462	0.999143257703655	0.999647235709223	0	0	0	72612	histone PARylation factor 1	Hpf1	chr8	60890451	60907572
12725	6.48059271875768	-0.507779317691297	0.323924867621406	0.15969125549114	0	0	0	0.99655331317042	0.999893932673214	0.999946273781624	0	0	0	12725	chloride channel, voltage-sensitive 3	Clcn3	chr8	60910389	60954799
18004	4.87956337084077	-0.130356623318162	-1.27550268700309	1.14693144478631	0	-1.81369612166613	0.597331549378932	0.999941520351105	0.0452504224338801	0.279756524753834	0	0	0	18004	NIMA (never in mitosis gene a)-related expressed kinase 1	Nek1	chr8	60993193	61030600
59009	5.52527449411321	1.28029364595824	2.186807967483	0.318710595832392	2.47567807113994	10.6496975571107	0	0.0131014180879196	1.53654530787485e-08	0.99998394841475	0	1	0	59009	SH3 domain containing ring finger 1	Sh3rf1	chr8	61224171	61386641
234309	3.51487873288292	-0.493157832279683	-0.158552106376776	0.290416962103937	0	0	0	0.999660086290953	0.999997147195186	0.999619609062864	0	0	0	234309	carbonyl reductase 4	Cbr4	chr8	61487734	61491262
72333	2.85252461783706	0.506698026270186	1.97102561336646	1.26526230150802	0	5.70294847538793	1.35975616946249	0.999139165097519	2.39766614119433e-05	0.0973534153348338	0	1	0	72333	palladin, cytoskeletal associated protein	Palld	chr8	61511429	61591169
234311	2.85818247163636	-1.04497518621203	1.97476937220555	3.24175043261248	-0.357110802105037	5.27823843584684	6.79258691673825	0.363080173246501	5.21801973479161e-05	3.65250087160489e-06	0	1	1	234311	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	Ddx60	chr8	61928087	61969705
26359	-2.63236604570264	-1.83077113150276	3.76317435672261	3.66267710897951	-3.63772075622852	7.92127451597299	5.84615487433106	0.00127956834447853	6.15787711248368e-07	1.85741079890915e-05	-1	1	1	26359	annexin A10	Anxa10	chr8	62057042	62123193
21892	1.81114613882466	-1.68212499956861	1.20646897547019	3.49776469122447	-5.42925519818739	1.08105296651	6.62154572075988	3.94655547772363e-05	0.148675922922364	4.85688084274978e-06	-1	0	1	21892	tolloid-like	Tll1	chr8	64014770	64205993
12876	2.90867926295541	2.59599733908428	0.794579115739913	1.38386831307728	4.82294460194267	0	1.1064153879501	0.000123286207309533	0.798764188775504	0.143299102645375	1	0	0	12876	carboxypeptidase E	Cpe	chr8	64592551	64693109
66234	5.66684580298602	-0.732566081311957	-1.19197859879803	-2.82907031688057	0	-1.66096043614322	-14.4105891874363	0.972302591877486	0.0591074276080993	2.75894541164633e-10	0	0	-1	66234	methylsterol monoxygenase 1	Msmo1	chr8	64718145	64733578
77113	4.83175089669543	-0.0636737672275007	-0.147800480488211	0.249540956206959	0	0	0	0.999999951947897	0.99999992020807	0.999993653583791	0	0	0	77113	kelch-like 2, Mayven	Klhl2	chr8	64739675	64849924
73067	3.29396178674467	-0.485806335835045	0.716142014512132	-0.507114605027708	0	0	0	0.999838668827092	0.97595389510042	0.998866985614231	0	0	0	73067	transmembrane protein 192	Tmem192	chr8	64947185	64969037
407795	2.50874168304696	-1.92126417191999	0.523417324546239	4.7336898418351	-6.64780089814882	0	7.1689790538904	4.64469943868417e-06	0.991993669503651	1.98909753454173e-06	-1	0	1	407795	cDNA sequence BC030870	BC030870	chr8	65085615	65129537
66282	1.55285421724708	0.377188828176617	0.271334193417888	0.710695564555525	0	0	0	0.997962592500543	0.999423559867762	0.864276230786097	0	0	0	66282	translation machinery associated 16	Tma16	chr8	66476346	66486503
18166	-1.45465748305634	-4.07039648298202	-5.23158198165384	-6.29142617961437	-4.27696520053228	-6.2436235941268	-7.63943609432764	0.000359139674902921	9.33241579845308e-06	9.62892652787074e-07	-1	-1	-1	18166	neuropeptide Y receptor Y1	Npy1r	chr8	66697422	66704625
234344	4.3943030024461	0.233142929404584	-0.686139627497156	0.781069481984584	0	0	0	0.998086157564936	0.927200050083338	0.75770724111696	0	0	0	234344	nuclear assembly factor 1 ribonucleoprotein	Naf1	chr8	66860217	66890564
17961	2.32753398457162	-0.356334327508643	-0.0948970888417011	0.321197424240756	0	0	0	0.997041259318013	0.999723480493833	0.983870237282958	0	0	0	17961	N-acetyltransferase 2 (arylamine N-acetyltransferase)	Nat2	chr8	67494875	67502578
234353	5.79194268039932	0.131172508669988	0.174702403473879	0.591493443074708	0	0	0	0.999976440187273	0.999986896605339	0.98602168492729	0	0	0	234353	pleckstrin and Sec7 domain containing 3	Psd3	chr8	67689082	67790941
72281	6.05462202122831	0.197512488256804	1.29093304324891	0.38975109706399	0	2.66283743791084	0	0.999996073522071	0.00907298123402638	0.999909252585564	0	1	0	72281	SH2 domain containing 4A	Sh2d4a	chr8	68276528	68347704
234356	1.07551451750005	-2.98431137192458	-7.66860275181953	-5.57637995304939	-3.00737663709233	-11.5428371445587	-7.36279351064442	0.00457634929092991	5.53373652908595e-09	1.47119080686886e-06	-1	-1	-1	234356	chondroitin sulfate N-acetylgalactosaminyltransferase 1	Csgalnact1	chr8	68356781	68735146
70885	4.46556028237066	0.0247996534218444	0.704751676779492	1.22649029819446	0	0	1.84052465085349	0.999999995235776	0.997578302068438	0.0431384922103848	0	0	0	70885	integrator complex subunit 10	Ints10	chr8	68793929	68798571
16956	3.66791244223879	-1.76447114114044	-4.88630330961126	-6.38773009357547	-2.36973731471528	-13.8906870660708	-18.9953675044063	0.0160887888831447	4.55540831410142e-10	6.19057518748381e-12	0	-1	-1	16956	lipoprotein lipase	Lpl	chr8	68880555	68889679
110877	1.78742305662972	-3.18435515431664	-1.37198266072774	-3.08135593437563	-10.8191651644514	-1.61631321020466	-9.29999290182368	1.25242984803772e-08	0.0638004328599383	8.63667126137147e-08	-1	0	-1	110877	solute carrier family 18 (vesicular monoamine), member 1	Slc18a1	chr8	69037708	69089222
11966	6.66874324787114	-1.2491281226953	-0.439367713373743	-1.90342268188397	-2.67397921038084	0	-9.7071570759149	0.00887528088846035	0.999996621388213	5.0335685253386e-08	0	0	-1	11966	ATPase, H+ transporting, lysosomal V1 subunit B2	Atp6v1b2	chr8	69088736	69107363
211134	-0.262623842633831	1.56534703207158	2.04972041714864	-2.48772560197948	1.78034683712967	3.29139275573227	-6.73242322332846	0.0480039738500629	0.00257454658884314	4.03391640630885e-06	0	1	-1	211134	leucine zipper, putative tumor suppressor 1	Lzts1	chr8	69135503	69140953
234358	3.56967984450161	0.0654464615255241	0.402747145996939	-0.885383031939241	0	0	0	0.999099093209697	0.976613447131194	0.656587101115089	0	0	0	234358	zinc finger protein 930	Zfp930	chr8	69209046	69230539
211135	0.353523725279884	-0.0634778254404352	0.992545857007778	0.716255988842793	0	0	0	0.997954575864613	0.508517926005469	0.742411780549329	0	0	0	211135	RIKEN cDNA D130040H23 gene	D130040H23Rik	chr8	69271080	69303375
378466	2.35250391502437	-0.223270126770719	-0.181598109080214	-0.689136823982283	0	0	0	0.966859510828968	0.972763273324572	0.740082479787831	0	0	0	378466	predicted gene 10033	Gm10033	chr8	69371025	69395544
234362	4.15521972113599	-0.083441718199361	0.336604876564703	0.00455489325850156	0	0	0	0.999998765572713	0.999945126701972	0.999999551956484	0	0	0	234362	zinc finger protein 868	Zfp868	chr8	69610654	69625175
636741	0.678496381265776	-0.18865363143143	0.0471433347313776	-0.304820095444079	0	0	0	0.999884073732483	0.999980335242837	0.997948532712682	0	0	0	636741	zinc finger protein 964	Zfp964	chr8	69654556	69664453
66869	5.31956696525758	-0.318281451401395	0.046608555753616	-0.323006252652569	0	0	0	0.999986287282018	0.999999917425292	0.999968814482732	0	0	0	66869	zinc finger protein 869	Zfp869	chr8	69705137	69716486
620419	2.59952821587117	-0.383306545878562	-0.957383348738068	-0.92850633160654	0	0	0	0.999116161827912	0.607968061110508	0.647468659374684	0	0	0	620419	zinc finger protein 963	Zfp963	chr8	69741639	69744587
330788	4.54957256636138	0.0809955232471076	-0.515323103827529	-0.981052074274815	0	0	0	0.999999901576865	0.99994568452042	0.570475641239413	0	0	0	330788	zinc finger protein 866	Zfp866	chr8	69761324	69774911
170759	6.01752612150774	0.0638309901199445	0.343438111570516	0.041118212355749	0	0	0	0.999999942153677	0.999998624133994	0.999999946017691	0	0	0	170759	ATPase type 13A1	Atp13a1	chr8	69791163	69807748
78816	3.27323838146509	0.723079104589918	0.76905939420268	0.25836426482148	0	0	0	0.968620004255535	0.938509431347674	0.999776226530198	0	0	0	78816	Gem-interacting protein	Gmip	chr8	69808687	69818972
53978	3.31415966648876	0.287798703488919	-0.639797852999801	-1.41285764148309	0	0	-4.03565335670125	0.999995665188758	0.998986568656245	0.000575947619092257	0	0	-1	53978	lysophosphatidic acid receptor 2	Lpar2	chr8	69822565	69824775
80720	0.427110696099408	-3.08573380243777	-5.21276922764606	-0.00890553539393135	-4.00346901435874	-8.66664855094604	0	0.000614836251105747	2.08525353963472e-07	0.996097863000612	-1	-1	0	80720	pre B cell leukemia homeobox 4	Pbx4	chr8	69832704	69872292
234365	-0.569330919367475	-0.162453415014248	-1.9434535454667	-1.98720815050413	0	-2.61463939698315	-2.40821875542517	0.973666965659497	0.00997875052299336	0.014937226847121	0	-1	0	234365	YjeF N-terminal domain containing 3	Yjefn3	NA	NA	NA
67184	5.94889726425142	-0.623973036716007	-0.687478656867038	-0.99475578038666	0	0	0	0.99353233191264	0.990671211785085	0.515115821335643	0	0	0	67184	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	Ndufa13	chr8	69894182	69902558
83984	-0.488962997350741	-0.0730858203425461	-0.0684529777717761	-1.11563550544889	0	0	-0.36068158536607	0.997318632848666	0.997923913516656	0.361777807171673	0	0	0	83984	testis-specific serine kinase 6	Tssk6	chr8	69902184	69903518
234366	6.34674203375803	0.219815485450599	0.8233951548782	0.667387988080157	0	0	0	0.999999794076382	0.977981555480915	0.998538430001307	0	0	0	234366	GATA zinc finger domain containing 2A	Gatad2a	chr8	69907069	69974383
665649	4.79825217731474	-0.254913273543313	0.340108340226318	-0.457503017410709	0	0	0	0.999999633065412	0.999998647739084	0.999966688187488	0	0	0	665649	predicted gene 7730	Gm7730	NA	NA	NA
74549	6.63245809187837	-0.26855952114432	0.415058666272591	0.147981762136826	0	0	0	0.999999667286134	0.999998978789337	0.999999940937729	0	0	0	74549	MAU2 sister chromatid cohesion factor	Mau2	chr8	70016123	70042734
70616	4.98589614248949	-0.0673358751329403	0.166171512254723	0.253063772395012	0	0	0	0.999999994939889	0.999999988284804	0.99999939996202	0	0	0	70616	SURP and G patch domain containing 1	Sugp1	chr8	70042813	70058317
107770	1.25270304079534	-2.45711182364711	-5.36909933285466	-1.6354829423844	-3.32841146514969	-10.9877378066541	-1.18354897325418	0.00238967880328358	1.03072644209731e-08	0.127934906380332	-1	-1	0	107770	transmembrane 6 superfamily member 2	Tm6sf2	chr8	70072924	70080066
13004	-2.29414196996763	-4.82540257370441	-3.75732796856246	-0.431186758493946	-7.18861126392035	-4.99015739391642	0	1.92863723980328e-06	8.98521523067136e-05	0.814817442543348	-1	-1	0	13004	neurocan	Ncan	chr8	70093085	70120844
19727	3.67530324655411	-0.0427060658861094	0.0805739159544909	-0.311505855970362	0	0	0	0.999999800052598	0.999999490912643	0.999924718643011	0	0	0	19727	regulatory factor X-associated ankyrin-containing protein	Rfxank	chr8	70130806	70139197
75692	1.24647788001926	-0.0287211190559715	-1.54349849678779	-0.179545376009225	0	-2.40398791749998	0	0.999618332371984	0.0150584137313103	0.99046048710798	0	0	0	75692	nuclear receptor 2C2-associated protein	Nr2c2ap	chr8	70131327	70133751
72368	3.99228229559805	0.167799020652904	0.131470143238392	-0.427176761386487	0	0	0	0.999999673887091	0.999999845316076	0.999932608694536	0	0	0	72368	BLOC-1 related complex subunit 8	Borcs8	chr8	70139499	70145549
234371	5.09237816055766	0.174356523015942	-0.0358232787891239	-0.569992442050857	0	0	0	0.999999977675016	0.99999999940045	0.999932602531187	0	0	0	234371	transmembrane protein 161A	Tmem161a	chr8	70172408	70183681
73095	3.92084913922423	0.468432388426056	0.253043308330328	0.364073859095476	0	0	0	0.999914799773161	0.999997999777641	0.999884049150279	0	0	0	73095	solute carrier family 25, member 42	Slc25a42	chr8	70184340	70212281
76813	2.54121966070066	0.29709016988209	0.518647348279039	0.468571793362395	0	0	0	0.999995765058236	0.999694864719455	0.998949926126287	0	0	0	76813	armadillo repeat containing 6	Armc6	chr8	70220193	70234422
234373	4.85668702230893	0.0492127333253585	-0.108931281027337	-0.108173485390083	0	0	0	0.999999997986344	0.999999997648945	0.999999973339346	0	0	0	234373	SURP and G patch domain containing 2	Sugp2	chr8	70234226	70254763
26558	2.54386521690749	1.37583945669784	0.26020814338432	-1.15515189626275	1.50870217000113	0	-0.760529528391878	0.0764423527154071	0.998539512972472	0.229572584066673	0	0	0	26558	homer scaffolding protein 3	Homer3	chr8	70282999	70286521
234374	4.25657704036511	-0.132350387166286	0.203616444123042	-0.268178109069479	0	0	0	0.999999903505706	0.999999706511193	0.999995805731204	0	0	0	234374	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	Ddx49	chr8	70292866	70302452
59042	6.49362081693356	-0.748289575086048	-0.507658036428845	-0.970273397666642	0	0	0	0.990700709810014	0.999983506690253	0.619678528726459	0	0	0	59042	coatomer protein complex, subunit epsilon	Cope	chr8	70302785	70306922
19704	6.69241026976838	0.190311523786899	0.503053221034618	0.607097179636454	0	0	0	0.99999962681989	0.999979232908218	0.999272599249151	0	0	0	19704	UPF1 regulator of nonsense transcripts homolog (yeast)	Upf1	chr8	70331522	70338320
382056	4.94242587509932	0.477988553035297	1.17871628714951	1.0665295523599	0	1.85738367218006	0.568455682932574	0.999951411343341	0.0418567950251913	0.289218252264716	0	0	0	382056	CREB regulated transcription coactivator 1	Crtc1	chr8	70382358	70439573
234378	5.30452221030092	0.445252969517222	0.19171152960648	-0.508988123597696	0	0	0	0.999992343614423	0.999999972342304	0.999963582876338	0	0	0	234378	kelch-like 26	Klhl26	chr8	70450219	70476943
67937	2.03136845443767	1.83598144604842	0.975366106550873	-1.03063626895941	4.40155231020855	0	-0.21077973103924	0.000279199241568025	0.558686743731925	0.417998458829976	1	0	0	67937	transmembrane protein 59-like	Tmem59l	chr8	70483867	70487358
12931	4.95678405490448	2.19700382274194	2.94522002724621	1.46569649594921	10.1370948094082	15.1539728466416	3.73267570460914	2.89892952191937e-08	1.3898102884881e-10	0.00105686755770078	1	1	1	12931	cytokine receptor-like factor 1	Crlf1	chr8	70493131	70504081
66462	4.32692153789983	-0.66909509298329	-0.290162097282479	-0.678576948178995	0	0	0	0.990840714936652	0.999977745560745	0.97972121826645	0	0	0	66462	required for excision 1-B domain containing	Rex1bd	chr8	70504296	70506739
22186	3.4027036466284	0.356267914761869	1.12407782312097	0.608146597895511	0	0.822969104361988	0	0.999883272606831	0.211936760037038	0.978530684819971	0	0	0	22186	ubiquitin A-52 residue ribosomal protein fusion product 1	Uba52	chr8	70508266	70510367
75620	5.20970389436318	-0.132722114584439	-0.11190102461114	-0.189809645479819	0	0	0	0.999999994732029	0.999999998739849	0.999999958635652	0	0	0	75620	KxDL motif containing 1	Kxd1	chr8	70513396	70523180
14232	7.4736573981733	-0.227141443163083	-0.381001608523291	-0.650057660921503	0	0	0	0.999999331160215	0.999998338036645	0.998542376796854	0	0	0	14232	FK506 binding protein 8	Fkbp8	chr8	70527743	70532110
13716	5.54056046227229	0.0093627269970602	-0.0794380986325125	-0.372827157329397	0	0	0	0.999999966277867	0.999999896576809	0.999952784845811	0	0	0	13716	elongation factor RNA polymerase II	Ell	chr8	70539675	70592858
71780	6.13852416191938	-0.127614682577712	-1.55126056516728	-1.29342304520112	0	-5.4447511328436	-2.52098946573801	0.999998974308531	3.83572334832055e-05	0.0119923077054427	0	-1	-1	71780	myo-inositol 1-phosphate synthase A1	Isyna1	chr8	70594481	70597290
76900	5.74690778753055	-0.144417144248162	-1.16972560662805	-0.913723782421737	0	-1.2904389279174	0	0.999979155126023	0.108563182676067	0.70903365466696	0	0	0	76900	single stranded DNA binding protein 4	Ssbp4	chr8	70597490	70608314
23886	2.3199407165358	-0.0472968364256633	-1.56396711756458	-3.52233462905822	0	-2.7276168326916	-12.873473087353	0.999590219721263	0.0079804531263945	1.26409056401454e-09	0	-1	-1	23886	growth differentiation factor 15	Gdf15	chr8	70629394	70631635
66522	4.99316387458427	0.0604411447230015	0.529822455112714	0.643935713796815	0	0	0	0.999999970722411	0.999939426854249	0.99679639112071	0	0	0	66522	pyroglutamyl-peptidase I	Pgpep1	chr8	70646436	70659738
50783	5.13011502460256	0.159202118550296	-0.244436065221969	-0.0487433597286007	0	0	0	0.999996045553671	0.999995695311015	0.999997930516075	0	0	0	50783	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	Lsm4	chr8	70673231	70678134
16478	9.5895300373512	0.445644144717841	-0.116119740854382	-0.637636494290751	0	0	0	0.998821636539139	0.999996646305461	0.985448564669937	0	0	0	16478	jun D proto-oncogene	Jund	chr8	70697739	70700616
637079	3.91249652147212	-0.520949002599846	-0.56430479641863	-0.365234305088588	0	0	0	0.970401031182131	0.961624983564498	0.977312977291108	0	0	0	637079	predicted gene 16486	Gm16486	NA	NA	NA
100502950	-0.847186303276214	-4.21486904441496	-1.16037536314789	-4.1592782722721	-8.33852683255762	-0.350990377176582	-7.57497601785237	3.32420731379706e-07	0.365473132776328	1.04615450766747e-06	-1	0	-1	100502950	predicted gene 3336	Gm3336	chr8	70718543	70722635
110385	0.296425193235731	-1.21062246512843	-3.57380865190521	-6.50293949154296	-0.399819557896776	-5.70701829025703	-12.984413243443	0.347981290360237	2.38302687519014e-05	1.14279880734059e-09	0	-1	-1	110385	phosphodiesterase 4C, cAMP specific	Pde4c	chr8	70724064	70751176
19339	3.84156643290062	-0.868751566473954	-1.10086321221056	-2.38424731161778	0	-0.814523006323815	-10.9332208938697	0.840006149866998	0.21426995238689	1.09272736416604e-08	0	0	-1	19339	RAB3A, member RAS oncogene family	Rab3a	chr8	70754679	70758686
234384	4.27642012096639	-0.577785932251905	-0.842972628222791	-1.77704284074053	0	0	-6.20503090148383	0.998107582015919	0.90076645510791	9.87044629086695e-06	0	0	-1	234384	MPV17 mitochondrial membrane protein-like 2	Mpv17l2	chr8	70758649	70760921
65972	5.67655862300384	0.2501466740553	-0.449590271502435	-2.12141285350174	0	0	-12.888193379434	0.999999702943578	0.999997216933043	1.24450941994419e-09	0	0	-1	65972	interferon gamma inducible protein 30	Ifi30	chr8	70762773	70766663
18709	6.18153933619116	0.869562304632979	0.531379161724233	0.602934370870871	0	0	0	0.919499065280224	0.999985393508624	0.999682519999766	0	0	0	18709	phosphoinositide-3-kinase regulatory subunit 2	Pik3r2	chr8	70768181	70776712
72093	3.42542424487342	-0.389590919818978	-1.16281819416054	-0.806317529988071	0	-1.25456291997504	0	0.999709633123139	0.114756294189332	0.873369117606329	0	0	0	72093	RIKEN cDNA 2010320M18 gene	2010320M18Rik	chr8	70776862	70777606
546071	5.42060799358223	0.0130170534488636	-0.546815593099625	0.415775429097838	0	0	0	0.999999720473814	0.999121187523501	0.999219007048638	0	0	0	546071	microtubule associated serine/threonine kinase 3	Mast3	chr8	70778117	70783598
70807	3.46723308236122	-0.261885565454723	-0.972606278967567	-1.80634644282241	0	0	-6.92688645516491	0.999991003279865	0.59747872626366	2.9281289664583e-06	0	0	-1	70807	arrestin domain containing 2	Arrdc2	chr8	70835138	70839518
84036	0.404051681932181	-0.198613246676347	0.653930350079425	1.44239196305676	0	0	1.53576564288886	0.999790365518741	0.948992840336928	0.0730787305463654	0	0	0	84036	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	Kcnn1	chr8	70842049	70855585
234388	4.90673912430408	-0.150255662814517	-0.185451940170468	0.123040945343113	0	0	0	0.999992205591003	0.999994249603883	0.999972591131357	0	0	0	234388	coiled-coil domain containing 124	Ccdc124	chr8	70868227	70873490
114479	-0.0763700682103713	-3.40858003928043	-3.10759565245635	-2.2548812041797	-5.9672903744148	-5.120616148405	-2.56525450896332	1.49723576385443e-05	7.00969404811131e-05	0.0110005946553126	-1	-1	-1	114479	solute carrier family 5 (sodium iodide symporter), member 5	Slc5a5	chr8	70882889	70892757
76808	6.87959926362554	0.725655764047156	1.05947669367847	0.139809661062351	0	0.54768628618772	0	0.97898961664192	0.296125458781963	0.999997392392586	0	0	0	76808	ribosomal protein L18A	Rpl18a	chr8	70894722	70897443
104370	-0.475836295328123	0.354035868440991	-0.314536098474707	-1.21136454798999	0	0	-0.697408894229307	0.973394709841391	0.987149357649069	0.248298630031145	0	0	0	104370	small nucleolar RNA, H/ACA box 68	Snora68	chr8	70895759	70895856
270058	4.24769435097656	0.54623306541237	0.564100435257167	0.897922756104037	0	0	0	0.998192984640147	0.997872448995669	0.721473323649408	0	0	0	270058	microtubule-associated protein 1S	Map1s	chr8	70905974	70917529
76478	3.57794742352207	-0.33109786318257	-1.21490522442332	-1.47120037509927	0	-1.92655199963082	-3.730343718742	0.999966262623309	0.0369482988809993	0.00106183760831247	0	0	-1	76478	4HAUS augmin-like complex, subunit 8	Haus8	chr8	71251124	71272590
17925	6.11262003014255	0.260551199296764	0.233809961603673	0.477842358332133	0	0	0	0.999999063744639	0.99999985772847	0.999930691154861	0	0	0	17925	myosin IXb	Myo9b	chr8	71272714	71348901
67023	6.19042323490397	0.269844749846619	0.398302663113811	-0.959434263460931	0	0	0	0.999991787001376	0.999980007943645	0.634266962085182	0	0	0	67023	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	Use1	chr8	71366848	71369732
77090	3.08552763190793	-0.150992340370594	-0.524011586151542	-0.964972123366791	0	0	0	0.999984569813779	0.998020253685999	0.586227254536995	0	0	0	77090	occludin/ELL domain containing 1	Ocel1	chr8	71371298	71373689
13864	6.18208136796485	-0.339997807782468	-0.66898436444628	-0.636130981548776	0	0	0	0.999990929631273	0.998506972388018	0.997776924551844	0	0	0	13864	nuclear receptor subfamily 2, group F, member 6	Nr2f6	chr8	71374119	71376273
234395	1.07582751129591	-2.59439899293959	-9.13568372449019	-8.05344405939853	-0.706216442053326	-4.30319337825804	-3.64655654856716	0.312109647950554	0.00038355310745078	0.00141912856680772	0	-1	-1	234395	USH1 protein network component harmonin binding protein 1	Ushbp1	chr8	71384274	71386362
68251	5.69747779996552	-0.172467736714107	-0.284485289470601	0.0473734176601264	0	0	0	0.999999869612518	0.999999787518979	0.999999957723444	0	0	0	68251	BRISC and BRCA1 A complex member 1	Babam1	chr8	71396855	71404772
234396	-0.110150833965213	0.810032338490772	2.98640904026707	2.61786566126659	0	7.92752249073709	5.12460946971007	0.850903657590739	6.09528541748331e-07	6.95436130422915e-05	0	1	1	234396	ankyrin repeat and LEM domain containing 1	Ankle1	chr8	71406012	71410542
64296	4.28324280900466	-0.0702464326725769	0.419327444762866	-0.0212560195049312	0	0	0	0.999999901174125	0.999968499365604	0.999999805111845	0	0	0	64296	abhydrolase domain containing 8	Abhd8	chr8	71456700	71463657
94065	3.87332346503897	-0.503390845074695	-0.968052675891871	-0.782730426394125	0	0	0	0.998732852953844	0.595092590555793	0.903545933203224	0	0	0	94065	mitochondrial ribosomal protein L34	Mrpl34	chr8	71464926	71465753
66498	5.3078479397809	0.00462927296266802	0.0897402770451916	-0.252205777412763	0	0	0	0.999999996113957	0.999999965204058	0.999997515825131	0	0	0	66498	DET1 and DDB1 associated 1	Dda1	chr8	71469194	71476097
382014	4.74084335302544	-0.185969074696368	-0.013786449248526	-0.593688337540716	0	0	0	0.99999998765459	0.999999999831262	0.999908635499741	0	0	0	382014	anoctamin 8	Ano8	chr8	71476019	71486067
70359	4.0126591246695	-0.0262626822703789	0.243967317480607	-0.223588637915128	0	0	0	0.999999989925944	0.999999434733589	0.999997719988056	0	0	0	70359	GTP binding protein 3	Gtpbp3	chr8	71488103	71493400
84094	2.92263117460379	-2.7774000794513	-9.22313583018011	-8.4490063803322	-0.758311212349615	-4.05591426821819	-3.63105371865854	0.294530358536834	0.000634344015519913	0.00148421921189852	0	-1	-1	84094	plasmalemma vesicle associated protein	Plvap	chr8	71497753	71511769
665928	0.636764830605592	1.94249933677153	1.74038273106119	3.40978446078995	4.55035853822073	3.73254371237854	6.70175043972512	0.000208729459565663	0.00105714872286331	4.24730380103089e-06	1	1	1	665928	predicted gene 7850	Gm7850	NA	NA	NA
69550	4.36295741989853	-1.81335918312451	-1.57334597573221	-1.88571211966533	-3.67557170561477	-2.66484317442902	-3.65043400462135	0.00118561343332646	0.00903708312899268	0.00124720344032975	-1	-1	-1	69550	bone marrow stromal cell antigen 2	Bst2	chr8	71534262	71537437
73711	5.42195168696264	-0.561563207245975	-0.193149879603018	-0.724256148604614	0	0	0	0.999797048915757	0.999999885533625	0.992011998271407	0	0	0	73711	multivesicular body subunit 12A	Mvb12a	chr8	71542930	71544488
434325	2.65368935794745	-1.63970927726913	-0.387465166288985	-2.64885616192964	-2.92363023375732	0	-7.25446388928271	0.00539801593946639	0.985257395903367	1.72672507287607e-06	-1	0	-1	434325	transmembrane protein 221	Tmem221	chr8	71554303	71558871
26457	6.00860580291068	0.169533590931094	-0.975993984752631	-0.290353324638829	0	0	0	0.999985950124486	0.576502035680625	0.999894800131444	0	0	0	26457	solute carrier family 27 (fatty acid transporter), member 1	Slc27a1	chr8	71568927	71586708
